origin,lien,s_human,p_human,o_human,p_category,separation,s_original,p_original,o_original
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Joseph_Van_De_Meulebroeck,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Joseph_Van_De_Meulebroeck
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Eerste_Minister,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Eerste_Minister
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Minister_van_Staat_(België),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Minister_van_Staat_(België)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Ministerie_van_Justitie_(België),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Ministerie_van_Justitie_(België)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Regering-de_Broqueville_I,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Regering-de_Broqueville_I
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,11_augustus,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/11_augustus
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,16_augustus,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/16_augustus
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,16_december,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/16_december
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,17_december,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/17_december
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1869,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1869
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,18_juni,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/18_juni
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1911,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1911
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1918,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1918
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1920,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1920
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1921,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1921
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1932,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1932
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1934,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1934
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1949,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1949
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1950,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1950
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,1951,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/1951
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,20_november,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/20_november
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,21_november,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/21_november
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,31_januari,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/31_januari
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,6_mei,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/6_mei
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,8_juni,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/8_juni
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Achiel_Van_Acker,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Achiel_Van_Acker
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Advocaat_(beroep),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Advocaat_(beroep)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Albert_I_van_België,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Albert_I_van_België
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,België,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/België
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Brussel_(stad),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Brussel_(stad)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgisch_minister_van_Binnenlandse_Zaken,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Binnenlandse_Zaken
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgisch_minister_van_Justitie,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Justitie
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgisch_minister_van_Sociale_Voorzorg,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Sociale_Voorzorg
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgisch_minister_van_Staat,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Staat
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgisch_volksvertegenwoordiger,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgisch_volksvertegenwoordiger
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Belgische_adel,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Belgische_adel
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Categorie:Premier_van_België,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Categorie:Premier_van_België
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Centre_démocrate_humaniste,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Centre_démocrate_humaniste
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Christendemocratie,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Christendemocratie
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Emile_Vandervelde,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Emile_Vandervelde
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Grondwet,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Grondwet
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Jean_Duvieusart,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Jean_Duvieusart
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Lijst_van_premiers_van_België,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Lijst_van_premiers_van_België
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Politicus,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Politicus
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Tweede_Wereldoorlog,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Tweede_Wereldoorlog
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Ukkel,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Ukkel
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Nationale_Unie_(België),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Nationale_Unie_(België)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Volksvertegenwoordiger,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Volksvertegenwoordiger
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,André_Dequae,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/André_Dequae
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Edmond_Rubbens,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Edmond_Rubbens
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Hendrik_Heyman,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Hendrik_Heyman
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Henri_Jaspar,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Henri_Jaspar
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Jules_Renkin,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Jules_Renkin
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Lijst_van_Belgische_ministers_van_Arbeid_en_Sociale_Voorzorg,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Arbeid_en_Sociale_Voorzorg
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Lijst_van_Belgische_ministers_van_Binnenlandse_Zaken,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Binnenlandse_Zaken
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Lijst_van_Belgische_ministers_van_Justitie,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Justitie
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Lijst_van_Belgische_ministers_van_Ravitaillering_en_Wederopbouw,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Ravitaillering_en_Wederopbouw
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Ludovic_Moyersoen,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Ludovic_Moyersoen
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Léon_Delacroix,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Léon_Delacroix
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Léon_de_Lantsheere,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Léon_de_Lantsheere
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Michel_Levie,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Michel_Levie
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Regering-Carton_de_Wiart,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Regering-Carton_de_Wiart
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Regering-Cooreman,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Regering-Cooreman
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Regering-G._Eyskens_I,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Regering-G._Eyskens_I
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,De_Juwelen_van_Gaga-Pan,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/De_Juwelen_van_Gaga-Pan
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Albert_Lilar,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Albert_Lilar
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Fédération_des_Cercles_catholiques_et_des_Associations_conservatrices,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Fédération_des_Cercles_catholiques_et_des_Associations_conservatrices
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Georges_Theunis,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Georges_Theunis
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Nero_(strip),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Nero_(strip)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Paul_Berryer,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Paul_Berryer
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Paul_De_Groote,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Paul_De_Groote
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Arrondissement_Brussel,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Arrondissement_Brussel
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Premier_(België),CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Premier_(België)
dbpedia_nl,http://nl.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,liens wikipedia,Belgische_verkiezingen_1896,CATEGORISATION,,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://nl.dbpedia.org/resource/Belgische_verkiezingen_1896
